year,amount_USD,project_title_description,donor_org,donor_org_type,recipient_org,recipient_org_type,recipient_location,recipient_location_iso3,source,source_id
2023,43000,"2022 Regional Refugee and Migrant Response Plan (RMRP) for the Venezuela Situation; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Assistance adaptation service in migratory regularization procedures",IOM,Multilateral: UN,Encuen.Servicio Jesuita de la Solid,NGOs: National,Peru,PER,IOM,4500277807
2023,29000,"2022 Regional Refugee and Migrant Response Plan (RMRP) for the Venezuela Situation; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,Amethyst School of Martial Arts and,NGOs: Local,"Trinidad,Tobago",TTO,IOM,4500285917
2023,2000,"2022 Regional Refugee and Migrant Response Plan (RMRP) for the Venezuela Situation; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Generation of quantitative and qualitative knowledge about recent migrant population in order to develop evidence based response.",IOM,Multilateral: UN,IHC JUAN PABLO TERRA,NGOs: National,Uruguay,URY,IOM,4500300909
2023,29388.63,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Grant to the Implementation partner (Belarusian Red Cross Society) for the continuation for DTM survey",IOM,Multilateral: UN,Belarus Red Cross Society/Minsk,Red Cross: National,Belarus,BLR,IOM,4500291440
2023,25500,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP Nadace Via",IOM,Multilateral: UN,Nadace Via,NGOs: National,Czechia,CZE,IOM,4500280222
2023,80000,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,"ADRA, o.p.s.",NGOs: International,Czechia,CZE,IOM,4500283620
2023,24990,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,Romodrom o.p.s.,NGOs: National,Czechia,CZE,IOM,4500287161
2023,30000,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP Klubíčko 2 (1 - 3_2023)",IOM,Multilateral: UN,Klubicko Cheb z.s.,NGOs: National,Czechia,CZE,IOM,4500288640
2023,93495.72,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP Adra 2 - housing pilot",IOM,Multilateral: UN,"ADRA, o.p.s.",NGOs: International,Czechia,CZE,IOM,4500291599
2023,35540,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,KHK Karlovarskeho kraje,Private Organisations: Local/National,Czechia,CZE,IOM,4500293798
2023,11211,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IMplementing partner AMSP",IOM,Multilateral: UN,AMSP,Private Organisations: Local/National,Czechia,CZE,IOM,4500294193
2023,14970,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP - Consortium",IOM,Multilateral: UN,Consortium of Migrants Assisting Or,NGOs: National,Czechia,CZE,IOM,4500296211
2023,55022.42,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,Ukrajinska iniciativa,NGOs: National,Czechia,CZE,IOM,4500299404
2023,52986.73,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP Slovo 21",IOM,Multilateral: UN,Slovo 21 z.s.,NGOs: National,Czechia,CZE,IOM,4500299427
2023,451408.06,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Amendment 1 to the Project Implementation Agreeement Project implementation activities, Providing Longer term safe accommodation, transportation and environment with basic needs for per sons displaced by the conflict in Ukraine.  Reference: PO # 4500221528 - the first installment PO # 4500240378 - the second and third installments (Original Agreement installments)",IOM,Multilateral: UN,ADRA,NGOs: International,Hungary,HUN,IOM,4500282131
2023,195111.31,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP for implementation of activities for establishing an Integration Center in Gdansk to provide the following services: 1)Polish and English language courses to be conducted by the Implementing Partner for adult beneficiaries of temporary protection in Gdansk; 2) Vocational counselling including career and business counselling and assistance in finding job opportunities matching the candidate's profile prepared by the counsellor will be provided by the Implementing Partner in close cooperation with IOM for 200 persons from the target group; and 3) Project promotion and sensitization events as per PR 4200359265",IOM,Multilateral: UN,STOWARZYSZENIE WAGA,NGOs: National,Poland,POL,IOM,4500280218
2023,22349.1,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Rent of space and coordination of the integration center for the period Jan - Mar 2023 as per 4200400309",IOM,Multilateral: UN,Fundacja Inna Przestrzen,NGOs: National,Poland,POL,IOM,4500283625
2023,24632.89,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,AsociatiaCentrulpentruResurseCivice,NGOs: National,Romania,ROU,IOM,4500298578
2023,5797.29,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,ASOCIATIA FILANTROPIA ORADEA,NGOs: Local,Romania,ROU,IOM,4500298793
2023,7748.7,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,GLOBAL HELP CRAIOVA,NGOs: Local,Romania,ROU,IOM,4500299014
2023,10200.06,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,ASOCIATIA FILANTROPIA ORADEA,NGOs: Local,Romania,ROU,IOM,4500299480
2023,28251.5,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,GLOBAL HELP CRAIOVA,NGOs: Local,Romania,ROU,IOM,4500300848
2023,28695.37,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,AsociatiaCentrulpentruResurseCivice,NGOs: National,Romania,ROU,IOM,4500301105
2023,299967.32,"IOM Flash Appeal for Ukraine and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; PR 4200412218",IOM,Multilateral: UN,IPcko,NGOs: National,Slovakia,SVK,IOM,4500288549
2023,7449.69,"Strengthening Protection Mechanisms in Poland Following the Crisis in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Rent of space and coordination of the integration center for the period Jan - Mar 2023 as per 4200400309",IOM,Multilateral: UN,Fundacja Inna Przestrzen,NGOs: National,Poland,POL,IOM,4500283625
2023,3513.78,"2022 French Contribution to IOM’s Activities for the Ukraine Crisis; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP services for distribution of Relief items in Chernihivska Oblast",IOM,Multilateral: UN,FPC UKRAINIAN PRISM,NGOs: National,Ukraine,UKR,IOM,4500277046
2023,9030.3,"2022 French Contribution to IOM’s Activities for the Ukraine Crisis; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; UA1-2023-8017_IP_Distribution_Vinnytsia Oblast",IOM,Multilateral: UN,NGO SPILNA SPRAVA,NGOs: National,Ukraine,UKR,IOM,4500285111
2023,9894.05,"2022 French Contribution to IOM’s Activities for the Ukraine Crisis; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; UA1-2023-13016_IP services for distribution of items in Mykolaivska Oblast",IOM,Multilateral: UN,PA DREAMACTION,NGOs: National,Ukraine,UKR,IOM,4500286235
2023,133625.75,"Greening Humanitarian Responses Through Enhanced Solar Energy Harvesting; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; PIA for Greening humanitarian responses through enhanced Solar Energy harvesting  Budject: In the maximum amount of EUR 267,390.00 (Two hundred sixty-seven thousand three hundred ninety EUROS only)  Project duration: 01 Feb 2023 and fully and satisfactori",IOM,Multilateral: UN,Practical Action,NGOs: International,Thailand,THA,IOM,4500298958
2023,78314.5,"Regional Migrant Response Plan for the Horn of Africa and Yemen; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of dignified temporary accommodation assistance, protection assistance; and comprehensive psychosocial services and skills training to the most vulnerable migrant returnees in partnership with AGAR Ethiopia Charitable Society.",IOM,Multilateral: UN,Agar Ethiopia Charitable Society,NGOs: National,Ethiopia,ETH,IOM,4500292157
2023,149626.38,"Greening Humanitarian Responses Through Enhanced Solar Energy Harvesting; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; PIA for Greening humanitarian responses through enhanced Solar Energy harvesting  Budject: In the maximum amount of EUR 267,390.00 (Two hundred sixty-seven thousand three hundred ninety EUROS only)  Project duration: 01 Feb 2023 and fully and satisfactori",IOM,Multilateral: UN,Practical Action,NGOs: International,Thailand,THA,IOM,4500298958
2023,92616,"Direct Life-Saving and Protection Assistance for Conflict-Affected Populations in Eastern Democratic Republic of the Congo; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,RESEAU D'ACTION POUR LE DVPT,NGOs: National,Congo (Dem Rep),COD,IOM,4500283644
2023,99049.92,"Direct Life-Saving and Protection Assistance for Conflict-Affected Populations in Eastern Democratic Republic of the Congo; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,PDHPES,NGOs: National,Congo (Dem Rep),COD,IOM,4500283652
2023,91928.64,"Direct Life-Saving and Protection Assistance for Conflict-Affected Populations in Eastern Democratic Republic of the Congo; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,RESEAU D'ACTION POUR LE DVPT,NGOs: National,Congo (Dem Rep),COD,IOM,4500283672
2023,106879.68,"Direct Life-Saving and Protection Assistance for Conflict-Affected Populations in Eastern Democratic Republic of the Congo; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,AHADI-RD Congo,NGOs: National,Congo (Dem Rep),COD,IOM,4500283685
2023,24000,"Integrated Humanitarian Multi-Sector Assistance to Internally Displaced Persons (IDPs) in Iraq; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; PR#4200348606 Provision of Mental Health and Psychosocial Support to IDPs in  Dawodia Camp",IOM,Multilateral: UN,Rusaz Organization,NGOs: National,Iraq,IRQ,IOM,4500279815
2023,24000,"Integrated Humanitarian Multi-Sector Assistance to Internally Displaced Persons (IDPs) in Iraq; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; PR#4200348606 Provision of Mental Health and Psychosocial Support to IDPs in Kabarto 1 and 2 Camps",IOM,Multilateral: UN,BETTER WORLD ORGANIZATION,NGOs: Local,Iraq,IRQ,IOM,4500280370
2023,185925.39,"Supporting Access to Housing and Basic Services for People Fleeing the Conflict in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; PROJECT IMPLEMENTATION AGREEMENT on Non-formal development and education activities for Ukrainian refugees in Budapest  Reference; PR # 4200401335 Project Implemantion Agreement signed 10 January 2023",IOM,Multilateral: UN,Egyseg Ukran Egyesulet,NGOs: National,Hungary,HUN,IOM,4500281118
2023,53210.26,"Supporting Access to Housing and Basic Services for People Fleeing the Conflict in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Implementation of IOM Project Activities;  Supplimentaly integration service and employment related information provision to displaced persons from Ukraine.   Reference: PR # 4200403567 Project Implementation Agreement dated 18 Jan 2023.",IOM,Multilateral: UN,Menedek-Hungarian Association,NGOs: National,Hungary,HUN,IOM,4500283495
2023,78314.5,"Regional Migrant Response Plan (RMRP) for the Horn of Africa and Yemen 2022 dated February 2022; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of dignified temporary accommodation assistance, protection assistance; and comprehensive psychosocial services and skills training to the most vulnerable migrant returnees in partnership with AGAR Ethiopia Charitable Society.",IOM,Multilateral: UN,Agar Ethiopia Charitable Society,NGOs: National,Ethiopia,ETH,IOM,4500292157
2023,12480.75,"Improving Protection and Living Conditions and Reducing Vulnerabilities of Crisis-Affected Populations in North-East Nigeria; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Counselling and Conflict Transformation  #PRF REF 4200393993",IOM,Multilateral: UN,"CENTER FOR PEACE, DIPLOMATIC AND DE",Other: National,Nigeria,NGA,IOM,4500277990
2023,97185,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of emergency food security and livelihoods support to populations under IPC 4 in Aweil East County. PRF#4200387797",IOM,Multilateral: UN,SMILE AGAIN AFRICA DEVELOPMENT ORG,NGOs: National,South Sudan,SSD,IOM,4500276981
2023,127697,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of Emergency Food Security Response for IDPs and vulnerable host communities in Ayod County. PRF#4200392077",IOM,Multilateral: UN,CHRISTIAN MISSION FOR DEVELOPMENT,NGOs: National,South Sudan,SSD,IOM,4500277191
2023,86344,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of livelihood assistance to acute food insecure populations in IPC phase 4 in Aweil South County in Northern Bahr El Ghazal State, South Sudan PRF#4200393081",IOM,Multilateral: UN,MOTHER AND CHILDREN DEVELOPMENT AID,NGOs: National,South Sudan,SSD,IOM,4500277423
2023,144881,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Implementing Lifesaving GBV Prevention and Response to the People affected by conflict in Pibor, Lekuangole, Verteth,Kongkong, Jom, Lukurnyang,Ellashok school, Kondako. PRF#4200393802",IOM,Multilateral: UN,VOICE OF THE PEACE,NGOs: Local,South Sudan,SSD,IOM,4500277462
2023,143432,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of Emergency lifesaving Nutrition Interventions to affected population in IPC AMN phase 4 (Catastrophe) in Fangak County, Jonglei state. PRF#4200393804",IOM,Multilateral: UN,COMMUNITY ACTION ORGANIZATION,NGOs: National,South Sudan,SSD,IOM,4500277510
2023,143432,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of Emergency Livelihood support to 4,000 IPC 4 affected communities in Twic East County, Jonglei state. PRF#4200399540",IOM,Multilateral: UN,Salvation and Light Develop Action,NGOs: National,South Sudan,SSD,IOM,4500281777
2023,87536,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Implementing Provision of non-food items assistance to most vulnerable IPC 4 populations in Uror County, Jonglei State. PRF#4200403217",IOM,Multilateral: UN,REACH AFRICA ORGANIZATION (RAO),NGOs: National,South Sudan,SSD,IOM,4500282571
2023,76198,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Implementing Increase in food security of the most vulnerable population under IPC 4 through providing relevant inputsand training to 4,000 Households in Aweil East County. PRF#4200403129",IOM,Multilateral: UN,HELP RESTORE YOUTH,NGOs: National,South Sudan,SSD,IOM,4500283025
2023,69819,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of Life saving Emergency Non-food Items (NFIs) to food insecure vulnerable communities (IPC Phase 4) in the five payamsof Tonj South County, Warrap State. PRF#4200406084",IOM,Multilateral: UN,TOUCH AFRICA DEVELOPMENT ORGANIZATI,NGOs: National,South Sudan,SSD,IOM,4500284011
2023,84945,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Emergency WASH response to the affected IPC 4 households in Aweil East and North Counties, Northern Bahr elGhazal State. PRF#4200411482",IOM,Multilateral: UN,CENTRE FOR EMERGENCY & DEVELOPMENT,NGOs: National,South Sudan,SSD,IOM,4500285489
2023,82375,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Emergency S/NFIs response to IPC 4 households in Nyirol County, Jonglei State. PRF#4200411445",IOM,Multilateral: UN,COMMUNITY INITIATIVE FOR DEVELOPMEN,NGOs: National,South Sudan,SSD,IOM,4500285505
2023,180076,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of Emergency Health Care Services for People Affected by IPC 4 in Akobo East, Akobo County, Jonglei State, South Sudan PRF#4200406110",IOM,Multilateral: UN,MEDICAIR,NGOs: National,South Sudan,SSD,IOM,4500285515
2023,108822,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Emergency FSL response to IPC 4 affected households in Kapoeta East, Eastern Equatoria State. PRF#4200411448",IOM,Multilateral: UN,RURAL ACTION AGAINST HUNGER,NGOs: National,South Sudan,SSD,IOM,4500286305
2023,122864,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of emergency GBV response and prevention services to the vulnerable population in Emergency (IPC 4) in Uror County,Jonglei State  PRF#4200417488",IOM,Multilateral: UN,GRASSROOTS EMPOWERMENT AND,NGOs: National,South Sudan,SSD,IOM,4500287842
2023,263659,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of emergency Shelter and life-saving Non-food Items response to food insecure vulnerable populations (IPC 4) in GogrialWest County. PRF#4200417454",IOM,Multilateral: UN,CARE FOR CHILDREN AND OLD AGE,NGOs: National,South Sudan,SSD,IOM,4500288923
2023,97724,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Responding to Measles Outbreak through Reactive Measles Vaccination Campaigns in 3 Payams of Bor South County, Jonglei State. PRF#4200418447",IOM,Multilateral: UN,Livewell South Sudan Organization,NGOs: National,South Sudan,SSD,IOM,4500291269
2023,121477.87,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Emergency WASH services to IPC affected Households in Twic East, Jonglei State. PRF#4200420093",IOM,Multilateral: UN,Relief Corps Organization,NGOs: Local,South Sudan,SSD,IOM,4500291385
2023,96045,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of Emergency WASH Basic services to IPC4 population in Mayom County, Unity State. PRF#4200425044",IOM,Multilateral: UN,HUMANE-AID FOR COMMUNITY,NGOs: National,South Sudan,SSD,IOM,4500294204
2023,102399,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Emergency WASH intervention to the IPC 4 Affected households in Ayod County, Jonglei State. PRF#4200431812",IOM,Multilateral: UN,PEACE IN ACTION AND SOCIAL SERVICE,NGOs: National,South Sudan,SSD,IOM,4500294236
2023,97959,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Emergency Shelter intervention to the conflict affected households in Gumuru Payam - Greater Pibor, Jonglei State. PRF#4200431808",IOM,Multilateral: UN,YOUTH EMPOWERMENT AND DEVELOPMENT A,NGOs: National,South Sudan,SSD,IOM,4500295534
2023,37080,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Emergency lifesaving intervention through coordinated and effective information management system(Nutrition Cluster) with local and international NGOs of South Sudan. PRF#4200424661",IOM,Multilateral: UN,International Medical Corps UK,NGOs: International,South Sudan,SSD,IOM,4500296462
2023,182733,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of emergency primary healthcare services to conflict affected IDPs in Kajo-Keji County, South Sudan. PRF#4200435833",IOM,Multilateral: UN,SOUTH SUDAN HEALTH ASSOCIATION (SSU,NGOs: National,South Sudan,SSD,IOM,4500298295
2023,189695,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Provision of multi-sectoral emergency Shelters/Non-Food Items (NFIs) and Gender Based Violence (GBV) prevention in Kajo-Keji County. PRF#4200440182",IOM,Multilateral: UN,POLISH HUMANITARIAN ACTION (PAH),NGOs: International,South Sudan,SSD,IOM,4500298795
2023,70234,"A Rapid Response Fund (RRF) Program Responding to Emergency Needs of Disaster Affected Populations in South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,WATER FOR SOUTH SUDAN,NGOs: National,South Sudan,SSD,IOM,4500298826
2023,133360,"Strengthening the Humanitarian Health and Water Sanitation and Hygiene Response for the Most Vulnerable Populations in Northern Abyei; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,Elgoni Charitable Organization,NGOs: National,Sudan,SDN,IOM,4500292142
2023,216523.47,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP Amiga",IOM,Multilateral: UN,Amiga z.s.,NGOs: National,Czechia,CZE,IOM,4500282793
2023,33415.84,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP Naděje",IOM,Multilateral: UN,NADEJE,NGOs: National,Czechia,CZE,IOM,4500283988
2023,21660.65,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Implementing Partner MAS Vladar 2",IOM,Multilateral: UN,MAS Vladar o.p.s.,NGOs: Local,Czechia,CZE,IOM,4500292566
2023,44843.05,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,Brdy-Vltava o.p.s.,NGOs: Local,Czechia,CZE,IOM,4500299421
2023,512163.4,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP_Healthcare Services by Alima_Kherson and Mykolaiv region",IOM,Multilateral: UN,ALIMA,NGOs: International,Ukraine,UKR,IOM,4500277061
2023,69333.55,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP_Ensuring comprehensive protection response_Kherson obl.",IOM,Multilateral: UN,NGO Successful Women,NGOs: National,Ukraine,UKR,IOM,4500277523
2023,82954.42,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; UA1-2022-3090_IP_NGO_Comprehensive Protection Response_Kirovohrad and KharkivEnter text here...",IOM,Multilateral: UN,CLEAR PAPER,NGOs: National,Ukraine,UKR,IOM,4500277685
2023,72325.5,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; UA1-2022-3088_IP services_Ensuring comprehensive protection response in Donetska Oblast",IOM,Multilateral: UN,ALLIANCE FOR CIVIL RIGHTS,NGOs: National,Ukraine,UKR,IOM,4500278928
2023,440000,"IOM Appeal - Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; UK MED Emergency Health Response to the Humanitarian Crisis in Ukraine- FCDO projectEnter text here...",IOM,Multilateral: UN,UK-MED,NGOs: International,Ukraine,UKR,IOM,4500285201
2023,149876,"Rapid Response Fund for Humanitarian Emergencies in Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; PR# 4200378490",IOM,Multilateral: UN,NADA ELAZHAR FOR DISASTER PREVENTIO,NGOs: National,Sudan,SDN,IOM,4500282992
2023,219048,"Rapid Response Fund for Humanitarian Emergencies in Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – National CSOs",IOM,Multilateral: UN,Samaritan Aid Organization,NGOs: National,Sudan,SDN,IOM,4500284236
2023,250000,"Rapid Response Fund for Humanitarian Emergencies in Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; IP transfers – International CSOs",IOM,Multilateral: UN,INTERNATIONAL RESCUE COMMITTEE INC,NGOs: International,Sudan,SDN,IOM,4500297261
